payment_id,project_id,payment_date,payment_amount,cumulative_payment,payment_status,milestone_description,voucher_no
PAY016890,P16300,2024-06-10,1279250,1279250,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-12980
PAY016891,P16300,2024-07-10,1279250,2558500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-29013
PAY016892,P16300,2024-08-09,1279250,3837750,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-20022
PAY016893,P16300,2024-09-08,1279250,5117000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-10731
PAY016894,P16301,2025-11-29,2035800,2035800,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-57266
PAY016895,P16301,2025-12-29,2035800,4071600,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-99156
PAY016896,P16303,2025-04-12,1710000,1710000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-22364
PAY016897,P16303,2025-05-12,1710000,3420000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-98420
PAY016898,P16303,2025-06-11,1710000,5130000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-94730
PAY016899,P16303,2025-07-11,1710000,6840000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-69351
PAY016900,P16304,2026-01-17,942500,942500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-16900
PAY016901,P16304,2026-02-16,942500,1885000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-36636
PAY016902,P16304,2026-03-18,942500,2827500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-95794
PAY016903,P16304,2026-04-17,942500,3770000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-62429
PAY016904,P16305,2025-07-15,993300,993300,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-14149
PAY016905,P16305,2025-08-14,993300,1986600,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-15298
PAY016906,P16305,2025-09-13,993300,2979900,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-77812
PAY016907,P16305,2025-10-13,993300,3973200,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-33081
PAY016908,P16306,2026-02-08,1176700,1176700,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-69153
PAY016909,P16306,2026-03-10,1176700,2353400,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-49770
PAY016910,P16307,2024-08-23,1390000,1390000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-22735
PAY016911,P16307,2024-09-22,1390000,2780000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-40411
PAY016912,P16307,2024-10-22,1390000,4170000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-17787
PAY016913,P16307,2024-11-21,1390000,5560000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-96250
PAY016914,P16308,2025-05-23,717500,717500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-97965
PAY016915,P16308,2025-06-22,717500,1435000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-97655
PAY016916,P16308,2025-07-22,717500,2152500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-96211
PAY016917,P16308,2025-08-21,717500,2870000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-75022
PAY016918,P16309,2026-04-04,790000,790000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-60487
PAY016919,P16309,2026-05-04,790000,1580000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-84691
PAY016920,P16309,2026-06-03,790000,2370000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-26928
PAY016921,P16309,2026-07-03,790000,3160000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-68586
PAY016922,P16310,2025-02-12,1277100,1277100,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-84019
PAY016923,P16310,2025-03-14,1277100,2554200,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-72436
PAY016924,P16310,2025-04-13,1277100,3831300,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-69441
PAY016925,P16310,2025-05-13,1277100,5108400,FLAGGED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-23089
PAY016926,P16311,2027-02-20,775000,775000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-88138
PAY016927,P16311,2027-03-22,775000,1550000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-45236
PAY016928,P16311,2027-04-21,775000,2325000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-70088
PAY016929,P16311,2027-05-21,775000,3100000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-10750
PAY016930,P16312,2026-01-13,373125,373125,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-63027
PAY016931,P16312,2026-02-12,373125,746250,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-33203
PAY016932,P16312,2026-03-14,373125,1119375,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-23078
PAY016933,P16312,2026-04-13,373125,1492500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-84042
PAY016934,P16313,2025-02-08,890000,890000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-40757
PAY016935,P16313,2025-03-10,890000,1780000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-82947
PAY016936,P16313,2025-04-09,890000,2670000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-94003
PAY016937,P16313,2025-05-09,890000,3560000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-55314
PAY016938,P16314,2025-11-12,837500,837500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-85779
PAY016939,P16314,2025-12-12,837500,1675000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-62483
PAY016940,P16314,2026-01-11,837500,2512500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-17219
PAY016941,P16314,2026-02-10,837500,3350000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-41377
PAY016942,P16315,2025-08-20,1168225,1168225,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-54310
PAY016943,P16315,2025-09-19,1168225,2336450,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-55228
PAY016944,P16315,2025-10-19,1168225,3504675,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-34733
PAY016945,P16315,2025-11-18,1168225,4672900,FLAGGED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-30881
PAY016946,P16316,2024-05-22,820000,820000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-20527
PAY016947,P16316,2024-06-21,820000,1640000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-27880
PAY016948,P16316,2024-07-21,820000,2460000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-11042
PAY016949,P16316,2024-08-20,820000,3280000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-94737
PAY016950,P16317,2024-06-21,1727500,1727500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-85619
PAY016951,P16317,2024-07-21,1727500,3455000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-13318
PAY016952,P16317,2024-08-20,1727500,5182500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-25994
PAY016953,P16317,2024-09-19,1727500,6910000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-28370
PAY016954,P16318,2025-10-25,797500,797500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-63002
PAY016955,P16318,2025-11-24,797500,1595000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-73548
PAY016956,P16318,2025-12-24,797500,2392500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-68239
PAY016957,P16318,2026-01-23,797500,3190000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-91795
PAY016958,P16319,2025-12-31,907500,907500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-35177
PAY016959,P16319,2026-01-30,907500,1815000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-21070
PAY016960,P16319,2026-03-01,907500,2722500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-40275
PAY016961,P16319,2026-03-31,907500,3630000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-97511
PAY016962,P16320,2025-03-05,313900,313900,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-24602
PAY016963,P16320,2025-04-04,313900,627800,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-38019
PAY016964,P16320,2025-05-04,313900,941700,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-90024
PAY016965,P16320,2025-06-03,313900,1255600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-38673
PAY016966,P16322,2027-01-06,2157000,2157000,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-25451
PAY016967,P16323,2025-05-15,1911600,1911600,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-71431
PAY016968,P16323,2025-06-14,1911600,3823200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-81792
PAY016969,P16324,2024-09-29,868600,868600,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-16383
PAY016970,P16324,2024-10-29,868600,1737200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-95425
PAY016971,P16326,2024-09-15,1168200,1168200,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-21486
PAY016972,P16326,2024-10-15,1168200,2336400,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-34926
PAY016973,P16327,2025-05-22,1317500,1317500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-73725
PAY016974,P16327,2025-06-21,1317500,2635000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-88114
PAY016975,P16327,2025-07-21,1317500,3952500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-92758
PAY016976,P16327,2025-08-20,1317500,5270000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-85712
PAY016977,P16329,2027-01-31,1440550,1440550,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-83462
PAY016978,P16329,2027-03-02,1440550,2881100,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-28037
PAY016979,P16330,2026-03-12,497500,497500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-49752
PAY016980,P16330,2026-04-11,497500,995000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-48887
PAY016981,P16330,2026-05-11,497500,1492500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-10221
PAY016982,P16330,2026-06-10,497500,1990000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-15142
PAY016983,P16331,2025-09-16,852000,852000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-89270
PAY016984,P16331,2025-10-16,852000,1704000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-47039
PAY016985,P16333,2026-04-09,1492400,1492400,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-90716
PAY016986,P16333,2026-05-09,1492400,2984800,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-78994
PAY016987,P16333,2026-06-08,1492400,4477200,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-44193
PAY016988,P16333,2026-07-08,1492400,5969600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-94369
PAY016989,P16335,2026-09-08,1473950,1473950,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-31139
PAY016990,P16335,2026-10-08,1473950,2947900,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-85412
PAY016991,P16336,2024-07-30,571225,571225,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-29911
PAY016992,P16336,2024-08-29,571225,1142450,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-93698
PAY016993,P16336,2024-09-28,571225,1713675,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-10518
PAY016994,P16336,2024-10-28,571225,2284900,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-81759
PAY016995,P16337,2025-09-06,1035300,1035300,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2025-17276
PAY016996,P16338,2024-07-21,1282750,1282750,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-94645
PAY016997,P16338,2024-08-20,1282750,2565500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-86326
PAY016998,P16338,2024-09-19,1282750,3848250,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-20761
PAY016999,P16338,2024-10-19,1282750,5131000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-46007
PAY017000,P16339,2025-06-11,1022500,1022500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-72306
PAY017001,P16339,2025-07-11,1022500,2045000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-30167
PAY017002,P16339,2025-08-10,1022500,3067500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-49950
PAY017003,P16339,2025-09-09,1022500,4090000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-89710
PAY017004,P16340,2025-04-21,1302500,1302500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-84758
PAY017005,P16340,2025-05-21,1302500,2605000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-21300
PAY017006,P16340,2025-06-20,1302500,3907500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-18930
PAY017007,P16340,2025-07-20,1302500,5210000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-25704
PAY017008,P16341,2026-03-05,1662500,1662500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-34503
PAY017009,P16341,2026-04-04,1662500,3325000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-52225
PAY017010,P16341,2026-05-04,1662500,4987500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-10202
PAY017011,P16341,2026-06-03,1662500,6650000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-26490
PAY017012,P16342,2024-12-12,324700,324700,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-16266
PAY017013,P16342,2025-01-11,324700,649400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-84567
PAY017014,P16342,2025-02-10,324700,974100,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-45068
PAY017015,P16342,2025-03-12,324700,1298800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-39156
PAY017016,P16344,2024-04-01,954125,954125,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-62485
PAY017017,P16344,2024-05-01,954125,1908250,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-38750
PAY017018,P16344,2024-05-31,954125,2862375,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-42768
PAY017019,P16344,2024-06-30,954125,3816500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-72597
PAY017020,P16346,2024-08-28,1190850,1190850,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-77223
PAY017021,P16346,2024-09-27,1190850,2381700,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-43672
PAY017022,P16347,2025-08-03,418950,418950,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-58356
PAY017023,P16347,2025-09-02,418950,837900,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-62653
PAY017024,P16347,2025-10-02,418950,1256850,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-66093
PAY017025,P16347,2025-11-01,418950,1675800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-23399
PAY017026,P16349,2024-05-17,545000,545000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-46190
PAY017027,P16349,2024-06-16,545000,1090000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-37663
PAY017028,P16349,2024-07-16,545000,1635000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-14390
PAY017029,P16349,2024-08-15,545000,2180000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-94427
PAY017030,P16350,2025-08-03,896175,896175,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-44629
PAY017031,P16350,2025-09-02,896175,1792350,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-99204
PAY017032,P16350,2025-10-02,896175,2688525,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-96255
PAY017033,P16350,2025-11-01,896175,3584700,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-30505
PAY017034,P16351,2026-05-05,1552800,1552800,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-35805
PAY017035,P16354,2026-11-11,502425,502425,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-28020
PAY017036,P16354,2026-12-11,502425,1004850,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-57201
PAY017037,P16354,2027-01-10,502425,1507275,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-29136
PAY017038,P16354,2027-02-09,502425,2009700,FLAGGED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-91882
PAY017039,P16355,2024-07-22,1412500,1412500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-73181
PAY017040,P16355,2024-08-21,1412500,2825000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-68542
PAY017041,P16355,2024-09-20,1412500,4237500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-35825
PAY017042,P16355,2024-10-20,1412500,5650000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-23085
PAY017043,P16356,2025-02-18,1001300,1001300,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-72305
PAY017044,P16356,2025-03-20,1001300,2002600,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-26579
PAY017045,P16356,2025-04-19,1001300,3003900,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-64718
PAY017046,P16356,2025-05-19,1001300,4005200,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-18112
PAY017047,P16358,2025-08-21,387500,387500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-18982
PAY017048,P16358,2025-09-20,387500,775000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-56543
PAY017049,P16358,2025-10-20,387500,1162500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-27413
PAY017050,P16358,2025-11-19,387500,1550000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-86317
PAY017051,P16359,2026-08-05,492500,492500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-13449
PAY017052,P16359,2026-09-04,492500,985000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-68856
PAY017053,P16359,2026-10-04,492500,1477500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-76741
PAY017054,P16359,2026-11-03,492500,1970000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-61825
PAY017055,P16361,2024-10-16,1467000,1467000,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-63927
PAY017056,P16362,2025-04-08,1210000,1210000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-76892
PAY017057,P16362,2025-05-08,1210000,2420000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-28457
PAY017058,P16362,2025-06-07,1210000,3630000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-76388
PAY017059,P16362,2025-07-07,1210000,4840000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-22074
PAY017060,P16363,2025-02-22,565000,565000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-63789
PAY017061,P16363,2025-03-24,565000,1130000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-17368
PAY017062,P16363,2025-04-23,565000,1695000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-76480
PAY017063,P16363,2025-05-23,565000,2260000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-62513
PAY017064,P16364,2025-10-28,1665000,1665000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-87978
PAY017065,P16364,2025-11-27,1665000,3330000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-86071
PAY017066,P16364,2025-12-27,1665000,4995000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-78863
PAY017067,P16364,2026-01-26,1665000,6660000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-87743
PAY017068,P16366,2026-02-05,467500,467500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-65627
PAY017069,P16366,2026-03-07,467500,935000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-98673
PAY017070,P16366,2026-04-06,467500,1402500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-25864
PAY017071,P16366,2026-05-06,467500,1870000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-71920
PAY017072,P16367,2025-05-04,1015950,1015950,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-10136
PAY017073,P16367,2025-06-03,1015950,2031900,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-39294
PAY017074,P16367,2025-07-03,1015950,3047850,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-65929
PAY017075,P16367,2025-08-02,1015950,4063800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-24762
PAY017076,P16368,2026-08-22,466000,466000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-18798
PAY017077,P16368,2026-09-21,466000,932000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-51312
PAY017078,P16368,2026-10-21,466000,1398000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-66581
PAY017079,P16368,2026-11-20,466000,1864000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-62660
PAY017080,P16369,2025-09-30,1282500,1282500,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-83270
PAY017081,P16369,2025-10-30,1282500,2565000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-33863
